OTU_ID	1	2	3	4	5	6	7	8	9	10	11	12	13	Frequency
3927	2	0	0	0	2	0	0	0	0	0	0	0	0	2
3963	0	0	0	0	0	0	0	0	0	0	0	2	2	2
1504	0	2	0	0	2	0	0	0	0	0	0	0	0	2
3845	0	2	0	2	0	0	0	0	0	0	0	0	0	2
5224	0	0	0	0	0	2	0	0	0	0	0	0	2	2
5244	0	0	0	0	0	0	0	0	0	0	0	1	3	2
5279	0	0	0	0	0	0	1	0	0	0	0	0	3	2
5380	0	0	0	0	0	0	0	0	0	0	2	0	2	2
3332	0	0	0	0	0	1	0	0	0	0	0	0	3	2
3685	0	0	0	0	0	0	0	0	0	0	2	2	0	2
1328	0	0	3	0	0	1	0	0	0	0	0	0	0	2
5475	0	2	0	0	0	0	0	2	0	0	0	0	0	2
1655	2	2	0	0	0	0	0	0	0	0	0	0	0	2
504	2	0	0	0	0	2	0	0	0	0	0	0	0	2
3930	0	0	0	0	0	0	0	0	1	3	0	0	0	2
5238	0	0	1	0	0	0	0	0	0	0	3	0	0	2
4408	0	0	0	0	0	0	2	0	0	0	2	0	0	2
5452	0	0	2	0	0	2	0	0	0	0	0	0	0	2
2991	0	0	0	0	0	0	0	0	3	0	1	0	0	2
1172	0	0	0	0	1	0	0	0	0	0	0	0	3	2
5272	0	0	0	0	0	0	0	0	0	0	2	0	2	2
3491	0	0	0	0	0	0	0	0	0	0	1	3	0	2
1306	0	0	2	0	0	2	0	0	0	0	0	0	0	2
254	0	0	1	0	0	3	0	0	0	0	0	0	0	2
2176	0	0	0	0	4	1	0	0	0	0	0	0	0	2
3829	0	0	0	0	0	0	0	4	0	0	1	0	0	2
617	0	0	0	0	0	4	1	0	0	0	0	0	0	2
3849	0	0	0	0	0	0	0	0	0	0	1	0	4	2
1372	0	0	0	2	0	0	3	0	0	0	0	0	0	2
3826	0	0	0	0	0	4	0	0	0	0	0	0	1	2
1373	0	0	0	0	0	4	0	1	0	0	0	0	0	2
3723	0	0	3	0	0	0	0	0	0	0	2	0	0	2
3919	0	0	0	0	0	0	0	3	0	0	0	0	2	2
4137	0	0	0	0	0	0	0	1	0	0	0	0	4	2
4290	0	0	0	0	0	0	1	5	0	0	0	0	0	2
2530	0	0	0	0	0	0	0	0	1	0	0	5	0	2
5229	0	0	0	0	0	0	0	0	5	0	1	0	0	2
3494	0	0	0	0	5	0	1	0	0	0	0	0	0	2
4330	5	1	0	0	0	0	0	0	0	0	0	0	0	2
1493	0	0	0	0	0	3	0	0	3	0	0	0	0	2
2272	2	0	0	0	4	0	0	0	0	0	0	0	0	2
4899	0	0	0	0	0	0	0	0	0	0	1	0	5	2
2916	0	0	5	0	0	0	0	0	1	0	0	0	0	2
819	0	0	0	0	0	0	0	0	0	3	3	0	0	2
2301	1	0	0	0	0	0	0	0	0	0	0	5	0	2
4242	0	0	0	0	1	5	0	0	0	0	0	0	0	2
1610	0	0	0	0	0	0	2	0	0	0	0	0	4	2
5075	0	0	0	4	0	0	0	0	0	2	0	0	0	2
1956	0	0	0	0	0	0	0	0	3	3	0	0	0	2
60	2	0	0	0	4	0	0	0	0	0	0	0	0	2
1128	0	2	0	0	0	0	0	4	0	0	0	0	0	2
3073	0	0	0	2	0	0	4	0	0	0	0	0	0	2
935	0	0	1	0	0	0	0	0	0	5	0	0	0	2
2416	0	0	0	0	0	0	0	0	0	0	5	0	1	2
2432	0	0	0	0	0	0	0	0	0	0	5	0	1	2
2003	2	0	0	0	0	0	5	0	0	0	0	0	0	2
3212	0	0	0	0	1	0	6	0	0	0	0	0	0	2
3433	0	0	0	0	0	0	0	0	0	0	0	1	6	2
256	0	0	0	0	0	3	0	0	4	0	0	0	0	2
389	0	0	0	3	4	0	0	0	0	0	0	0	0	2
4264	0	0	0	0	0	0	0	0	0	0	0	4	3	2
2724	0	0	0	0	0	0	0	0	6	0	0	1	0	2
2656	0	0	0	0	0	0	0	6	0	0	1	0	0	2
4944	0	0	0	0	0	0	1	0	0	0	6	0	0	2
1884	0	0	0	0	0	0	0	0	0	0	3	0	4	2
5133	0	0	0	1	0	0	6	0	0	0	0	0	0	2
5405	0	0	0	0	0	0	0	0	0	0	6	1	0	2
1675	2	0	0	0	0	5	0	0	0	0	0	0	0	2
2489	0	0	1	0	0	0	0	0	6	0	0	0	0	2
3022	0	0	0	3	4	0	0	0	0	0	0	0	0	2
3690	0	0	6	1	0	0	0	0	0	0	0	0	0	2
1556	0	0	0	2	0	5	0	0	0	0	0	0	0	2
379	0	0	0	0	0	3	0	0	4	0	0	0	0	2
2483	0	0	0	0	0	0	5	0	0	0	0	2	0	2
1848	0	0	0	0	5	0	0	0	2	0	0	0	0	2
1581	0	0	0	0	0	0	0	0	1	0	0	6	0	2
1497	0	0	0	2	6	0	0	0	0	0	0	0	0	2
3165	0	0	5	0	0	3	0	0	0	0	0	0	0	2
4954	0	0	0	0	0	3	0	0	0	5	0	0	0	2
4778	3	0	0	5	0	0	0	0	0	0	0	0	0	2
2259	0	5	0	3	0	0	0	0	0	0	0	0	0	2
4336	0	0	0	0	0	0	0	5	0	0	3	0	0	2
868	0	0	0	0	0	0	0	0	4	0	0	4	0	2
4836	0	3	0	0	0	0	0	0	5	0	0	0	0	2
4834	0	0	0	0	7	0	0	1	0	0	0	0	0	2
352	2	6	0	0	0	0	0	0	0	0	0	0	0	2
5518	6	0	0	0	0	0	0	0	0	0	0	2	0	2
5308	0	0	0	0	0	0	0	0	0	1	0	7	0	2
5273	0	1	0	0	0	0	0	0	0	0	0	0	7	2
4291	0	0	0	0	0	0	0	4	0	0	0	0	4	2
1595	0	0	0	0	7	0	2	0	0	0	0	0	0	2
1982	0	0	1	0	0	0	0	0	0	0	8	0	0	2
22	0	0	0	0	0	0	0	8	0	0	1	0	0	2
3135	0	0	0	0	8	0	0	1	0	0	0	0	0	2
3624	0	0	0	0	0	7	2	0	0	0	0	0	0	2
4449	0	0	0	0	0	0	0	0	0	0	8	1	0	2
2984	8	1	0	0	0	0	0	0	0	0	0	0	0	2
1939	0	1	0	0	0	0	0	0	0	0	0	0	8	2
4189	0	0	0	0	0	0	0	0	0	0	5	0	4	2
1864	0	1	0	0	0	0	0	0	0	0	0	0	8	2
388	0	0	0	0	0	3	6	0	0	0	0	0	0	2
181	0	0	8	0	0	1	0	0	0	0	0	0	0	2
2034	0	0	3	0	0	0	0	0	0	0	6	0	0	2
3543	0	0	0	0	2	8	0	0	0	0	0	0	0	2
1104	0	0	0	0	5	0	0	0	0	5	0	0	0	2
905	0	0	1	9	0	0	0	0	0	0	0	0	0	2
539	0	0	0	0	0	0	0	0	0	0	0	7	3	2
4752	0	0	2	8	0	0	0	0	0	0	0	0	0	2
201	0	0	0	8	2	0	0	0	0	0	0	0	0	2
2366	0	0	0	0	0	0	0	9	1	0	0	0	0	2
1715	0	0	0	0	0	0	0	0	3	7	0	0	0	2
14	0	0	0	0	0	6	4	0	0	0	0	0	0	2
1588	0	0	0	0	0	0	0	0	0	0	1	9	0	2
167	0	0	0	0	0	1	0	0	9	0	0	0	0	2
4021	0	0	0	0	0	0	0	0	0	0	7	0	3	2
5552	0	0	0	0	0	0	0	0	0	0	4	0	6	2
299	10	0	0	0	0	0	0	0	0	0	0	0	1	2
514	0	0	9	0	0	0	0	0	2	0	0	0	0	2
3967	0	0	0	0	0	10	1	0	0	0	0	0	0	2
3799	0	0	10	0	0	0	0	1	0	0	0	0	0	2
4754	0	1	0	0	10	0	0	0	0	0	0	0	0	2
169	6	0	0	0	0	0	0	5	0	0	0	0	0	2
1021	0	0	0	0	0	10	0	0	1	0	0	0	0	2
1779	0	0	0	0	0	0	0	3	8	0	0	0	0	2
1647	0	0	0	0	0	0	0	0	2	0	0	0	10	2
1311	0	0	6	6	0	0	0	0	0	0	0	0	0	2
3794	0	0	0	0	0	0	0	0	0	0	0	3	9	2
4234	0	0	0	11	0	0	1	0	0	0	0	0	0	2
3444	9	3	0	0	0	0	0	0	0	0	0	0	0	2
2983	11	1	0	0	0	0	0	0	0	0	0	0	0	2
1285	0	0	11	0	0	1	0	0	0	0	0	0	0	2
1113	0	0	0	0	12	0	0	0	0	1	0	0	0	2
622	0	0	12	1	0	0	0	0	0	0	0	0	0	2
3156	0	2	0	0	11	0	0	0	0	0	0	0	0	2
1424	0	0	8	0	0	0	0	0	0	5	0	0	0	2
952	0	0	0	0	6	0	7	0	0	0	0	0	0	2
1728	0	0	0	11	0	0	0	2	0	0	0	0	0	2
4747	0	1	0	0	12	0	0	0	0	0	0	0	0	2
207	0	0	0	0	0	0	3	10	0	0	0	0	0	2
3791	0	0	0	0	0	0	0	0	6	0	7	0	0	2
2965	13	1	0	0	0	0	0	0	0	0	0	0	0	2
4151	0	0	0	0	0	0	0	13	0	0	0	0	1	2
5012	0	0	0	0	0	0	0	0	0	0	0	2	12	2
5217	0	0	0	0	0	0	0	11	0	0	3	0	0	2
795	0	5	0	0	0	0	0	0	0	0	0	0	9	2
4804	0	0	0	0	13	0	1	0	0	0	0	0	0	2
5260	0	0	0	0	0	0	0	0	12	2	0	0	0	2
3232	0	0	0	0	0	0	0	0	1	0	13	0	0	2
953	0	0	0	0	0	0	0	0	7	0	7	0	0	2
627	0	0	0	0	0	0	0	0	0	0	0	13	2	2
397	0	0	0	0	0	2	13	0	0	0	0	0	0	2
553	0	0	0	0	0	0	9	0	0	6	0	0	0	2
79	0	0	0	0	0	0	4	0	0	11	0	0	0	2
949	0	0	0	0	0	0	0	0	12	0	3	0	0	2
3665	0	0	4	0	0	0	0	0	0	0	0	11	0	2
6	0	0	0	0	13	0	2	0	0	0	0	0	0	2
1762	13	2	0	0	0	0	0	0	0	0	0	0	0	2
3928	0	0	0	0	0	0	0	0	13	2	0	0	0	2
4236	0	0	0	0	0	0	0	3	0	0	12	0	0	2
845	0	0	14	0	0	1	0	0	0	0	0	0	0	2
5274	0	0	0	0	15	0	0	0	0	1	0	0	0	2
3806	0	0	0	0	0	0	0	0	1	0	0	15	0	2
761	0	0	0	0	0	0	2	0	0	0	0	0	14	2
5496	0	0	6	0	0	0	0	0	0	0	10	0	0	2
824	0	0	0	0	0	4	0	0	0	0	0	12	0	2
1279	0	0	0	0	16	0	0	0	0	1	0	0	0	2
4894	0	0	0	0	0	0	0	0	1	0	16	0	0	2
4975	0	3	0	0	0	0	0	14	0	0	0	0	0	2
3588	0	2	0	0	15	0	0	0	0	0	0	0	0	2
316	0	0	13	0	0	4	0	0	0	0	0	0	0	2
1079	0	0	6	0	0	0	0	0	0	0	12	0	0	2
3718	3	0	0	15	0	0	0	0	0	0	0	0	0	2
4995	0	0	7	0	0	0	0	0	0	0	11	0	0	2
1051	0	0	0	0	0	0	0	7	11	0	0	0	0	2
954	0	0	3	0	0	0	0	0	0	0	0	17	0	2
414	0	0	0	0	0	0	0	0	0	0	0	10	10	2
1156	0	0	0	0	0	0	0	0	0	0	0	14	6	2
174	17	3	0	0	0	0	0	0	0	0	0	0	0	2
4337	16	4	0	0	0	0	0	0	0	0	0	0	0	2
663	0	0	0	0	0	0	13	7	0	0	0	0	0	2
1119	0	0	0	3	0	0	0	18	0	0	0	0	0	2
1146	0	0	0	0	16	0	5	0	0	0	0	0	0	2
3622	1	0	0	0	20	0	0	0	0	0	0	0	0	2
1154	0	0	7	0	0	0	0	0	14	0	0	0	0	2
990	0	0	0	12	0	9	0	0	0	0	0	0	0	2
5409	0	0	0	0	0	0	0	0	0	0	0	10	11	2
4219	0	0	0	0	0	0	0	20	0	0	0	0	2	2
398	0	21	0	0	0	0	1	0	0	0	0	0	0	2
354	0	0	0	7	0	15	0	0	0	0	0	0	0	2
3861	0	0	4	0	0	0	0	0	0	0	18	0	0	2
5228	0	0	0	0	0	0	0	0	0	0	14	0	8	2
3681	22	1	0	0	0	0	0	0	0	0	0	0	0	2
467	0	0	0	0	0	0	0	0	0	0	19	0	4	2
1070	0	0	0	16	0	8	0	0	0	0	0	0	0	2
3635	0	0	0	0	0	0	1	0	0	0	24	0	0	2
371	0	0	0	7	0	0	0	0	0	0	19	0	0	2
1403	0	0	1	0	0	0	0	0	0	0	0	25	0	2
1089	0	0	0	0	0	0	0	10	0	17	0	0	0	2
106	0	0	2	0	0	0	0	0	0	25	0	0	0	2
232	0	0	1	0	0	26	0	0	0	0	0	0	0	2
2755	0	0	0	0	0	0	0	0	27	0	1	0	0	2
1017	14	0	0	0	0	0	15	0	0	0	0	0	0	2
4224	0	0	0	0	18	0	0	11	0	0	0	0	0	2
526	5	26	0	0	0	0	0	0	0	0	0	0	0	2
295	0	0	0	0	0	0	6	0	0	0	0	0	25	2
621	0	0	0	15	0	0	16	0	0	0	0	0	0	2
5484	0	0	0	0	0	0	0	0	0	0	31	0	1	2
69	0	0	16	0	0	0	0	0	0	0	16	0	0	2
843	0	0	0	2	31	0	0	0	0	0	0	0	0	2
482	0	0	0	1	0	32	0	0	0	0	0	0	0	2
91	0	0	0	5	28	0	0	0	0	0	0	0	0	2
792	0	0	0	0	25	0	8	0	0	0	0	0	0	2
287	8	0	0	0	26	0	0	0	0	0	0	0	0	2
276	0	0	0	0	0	0	0	0	0	0	0	7	27	2
642	2	0	0	0	32	0	0	0	0	0	0	0	0	2
150	0	9	25	0	0	0	0	0	0	0	0	0	0	2
671	0	0	0	0	0	0	0	0	0	1	0	33	0	2
619	0	0	0	0	0	1	0	35	0	0	0	0	0	2
459	0	0	14	0	0	23	0	0	0	0	0	0	0	2
2540	6	32	0	0	0	0	0	0	0	0	0	0	0	2
956	0	0	0	0	0	0	0	5	0	0	0	35	0	2
422	0	0	0	0	0	0	1	0	0	40	0	0	0	2
324	0	0	0	0	41	1	0	0	0	0	0	0	0	2
4355	0	0	0	19	0	0	23	0	0	0	0	0	0	2
5181	0	0	0	0	0	0	0	34	0	0	9	0	0	2
531	0	0	0	0	0	0	4	0	0	0	0	40	0	2
804	0	0	0	0	0	0	0	0	6	0	0	41	0	2
179	0	0	0	5	0	0	0	0	0	43	0	0	0	2
2542	0	0	0	0	0	0	1	0	0	0	47	0	0	2
5036	0	0	3	51	0	0	0	0	0	0	0	0	0	2
358	0	0	0	0	0	0	0	0	52	0	0	0	4	2
5540	0	0	0	0	0	0	0	45	0	0	13	0	0	2
3823	0	0	0	0	0	0	0	44	0	0	15	0	0	2
5549	0	0	0	0	0	0	0	50	0	0	10	0	0	2
372	0	0	0	0	64	0	0	0	1	0	0	0	0	2
509	0	0	0	0	0	0	0	0	22	0	0	44	0	2
3565	0	0	0	0	0	0	0	0	0	0	17	51	0	2
643	0	0	0	20	53	0	0	0	0	0	0	0	0	2
263	0	0	0	12	62	0	0	0	0	0	0	0	0	2
307	0	0	0	48	26	0	0	0	0	0	0	0	0	2
592	0	0	0	0	0	0	0	71	0	0	0	0	3	2
616	6	73	0	0	0	0	0	0	0	0	0	0	0	2
322	0	0	0	0	0	0	0	0	0	0	0	2	81	2
494	0	0	0	2	83	0	0	0	0	0	0	0	0	2
5268	0	0	0	0	7	0	0	0	0	0	0	0	78	2
308	0	0	0	0	0	0	10	0	0	0	0	75	0	2
947	0	0	0	82	4	0	0	0	0	0	0	0	0	2
455	0	0	0	83	0	0	3	0	0	0	0	0	0	2
4149	0	0	0	14	0	73	0	0	0	0	0	0	0	2
210	0	0	0	0	0	0	0	0	0	0	56	31	0	2
303	0	0	0	2	0	0	86	0	0	0	0	0	0	2
5500	20	70	0	0	0	0	0	0	0	0	0	0	0	2
645	0	0	6	0	0	0	0	0	0	84	0	0	0	2
453	0	0	0	0	0	0	0	92	0	0	0	0	1	2
282	0	0	9	0	0	88	0	0	0	0	0	0	0	2
547	0	0	0	0	0	0	0	0	0	0	65	32	0	2
343	0	0	0	8	0	0	0	0	0	0	0	0	94	2
334	0	0	0	6	0	99	0	0	0	0	0	0	0	2
393	6	0	0	0	0	0	0	0	0	0	0	101	0	2
312	0	0	0	9	0	0	105	0	0	0	0	0	0	2
187	0	0	0	0	0	0	0	0	0	0	2	126	0	2
205	0	0	0	1	0	128	0	0	0	0	0	0	0	2
63	0	0	4	0	0	129	0	0	0	0	0	0	0	2
5171	0	0	0	0	0	0	0	0	9	0	124	0	0	2
236	24	115	0	0	0	0	0	0	0	0	0	0	0	2
5436	0	112	0	0	34	0	0	0	0	0	0	0	0	2
457	0	0	40	107	0	0	0	0	0	0	0	0	0	2
1054	0	0	0	0	0	0	0	0	0	0	147	4	0	2
1327	0	0	83	0	0	0	0	0	0	0	70	0	0	2
277	0	0	0	0	0	0	0	0	0	0	32	139	0	2
363	0	0	0	98	0	0	0	85	0	0	0	0	0	2
165	0	0	0	181	0	0	0	5	0	0	0	0	0	2
59	0	0	161	0	0	0	0	0	0	34	0	0	0	2
148	0	0	0	0	0	0	0	0	0	0	0	105	91	2
80	0	0	4	0	0	203	0	0	0	0	0	0	0	2
3226	0	0	0	0	0	0	0	0	27	0	230	0	0	2
259	0	197	0	80	0	0	0	0	0	0	0	0	0	2
144	0	0	58	0	0	0	0	0	0	0	222	0	0	2
175	295	24	0	0	0	0	0	0	0	0	0	0	0	2
129	0	0	0	0	0	0	0	246	0	0	0	0	141	2
4963	0	0	0	0	0	0	0	0	411	0	9	0	0	2
145	536	15	0	0	0	0	0	0	0	0	0	0	0	2
3515	0	0	0	0	0	0	0	0	35	0	610	0	0	2
23	0	0	583	0	0	552	0	0	0	0	0	0	0	2
81	0	0	342	0	0	0	0	0	821	0	0	0	0	2
3754	0	0	676	0	0	0	0	0	0	0	996	0	0	2
4415	0	0	0	0	0	0	1	0	0	0	0	1	1	3
5511	0	0	0	0	1	1	0	1	0	0	0	0	0	3
5129	0	0	0	0	1	1	0	1	0	0	0	0	0	3
4283	0	0	0	0	0	1	1	0	0	0	0	1	0	3
3631	0	1	1	0	1	0	0	0	0	0	0	0	0	3
4423	0	1	0	0	0	1	1	0	0	0	0	0	0	3
2824	0	0	1	1	0	0	0	1	0	0	0	0	0	3
5227	0	0	0	1	0	0	1	0	0	0	0	1	0	3
3449	0	0	1	1	0	0	1	0	0	0	0	0	0	3
4685	0	0	1	1	0	0	0	0	0	0	1	0	0	3
3566	0	1	0	0	0	0	0	1	0	0	0	0	1	3
24	0	1	0	0	0	0	0	0	1	0	0	0	1	3
5346	0	0	0	0	0	0	0	1	0	0	1	1	0	3
5277	0	0	0	0	0	0	0	1	0	0	1	1	0	3
3068	0	0	0	0	0	0	1	0	1	1	0	0	0	3
2154	1	1	0	0	1	0	0	0	0	0	0	0	0	3
1874	0	1	0	0	0	0	1	0	0	1	0	0	0	3
4292	0	0	0	0	0	1	1	0	0	1	0	0	0	3
4770	1	0	1	0	0	0	0	0	0	1	0	0	0	3
4793	0	0	0	0	1	1	0	1	0	0	0	0	0	3
3813	0	0	0	1	0	0	1	0	0	0	1	0	0	3
4348	0	0	1	1	0	1	0	0	0	0	0	0	0	3
3137	0	0	1	1	0	0	0	0	0	0	0	1	0	3
5076	0	0	1	0	0	0	0	0	2	0	1	0	0	3
2653	0	0	0	2	0	0	0	0	1	1	0	0	0	3
3753	0	0	0	0	0	0	1	0	0	1	0	0	2	3
2732	0	0	0	0	0	0	1	0	0	0	0	1	2	3
5061	0	0	0	0	0	0	0	0	1	2	0	1	0	3
